text;hatespeech
"ALÔ FEMINISTAS:
ATÉ UM SISTEMA SOLAR RESOLVEU APARECER
E O SEU PAI NADA https://t.co/ysRnqpzvOX";yes
"ALÔ RAPAZIADA HORA DE DESLIGAR DA REDE SOCIAL
AGORA É SABADÃO: CHURRASCÃO CERVEJÃO E MAIS TARDE PRATICAR AQUELE COITO. ABRAÇO A TODOS #PAZ";no
ALÔ RAPAZIADA: VAMOS RESPEITAR AS DONZELAS SEUS PORCOS BÊBADOS IMUNDOS #PAZ #CarnavalSemAssedio #usecamisinha https://t.co/Rl59UAYqqA;yes
"A Lava-Jato chegou ao Foro de São Paulo e descobriu que Odebrecht dava dinheiro às FARC.
Que lindo trabalho da Pol _ https://t.co/kFuK9cCOT5";no
'@AleMagnnusb: @gentebranca1 Seu perfil fala mau de gente branca e eu sou racista? Coerência, cadê?' http://t.co/3LqJR2tN85;no
@AleMagnnusb não é racismo nem machismo esteriotipar uma mulher por causa dolugar que ela nasceu ne claro que não;yes
@AleMagnnusb racista-machista sem argumentos, é o que mais tem;no
@AleMagnnusb vc devia calar a boca pq vc é tão racista quanto;yes
@AlemaoTheo Tb não entendo.. Concordo com vc.,;no
Além da tremenda baboseira, a quantidade de erros de português é absurda! Qq meio de comunicação sério teria vergon _ https://t.co/GL3iqhkscG;yes
@AlentejanoD86 é uma questão de hábito;no
@AlentejanoD86 por falar em abafar, sabes se o Jesus janta hoje com o Palhinha?;no
@AlentejanoD86 vamos ficar por aqui antes que fique excitado.;no
"#ALERTA do Jornalista #AlexandreGarcia
 Adquira os Livros 'A IDEOLOGIA DE GÊNERO NA EDUCAÇÃO' e 'FAMÍLIAS EM... https://t.co/QS1I1jxfTI";no
@alex_borges @mvsmotta @BlogDoPim @andreazzaeditor Deixa o chefe Olavo saber disso, rrsss... ST!;no
"#AlexandraParkClub
Este paraíso apenas 40min de Curitiba, no Litoral...
Faça seu Evento (Empresas, Igrejas,... https://t.co/C4e3YzUpSf";no
#AlexandredeMorais é novo ministro do #STF. Somente 13 senadores rejeitaram seu nome. 13 PESSOAL.KKK KKKKKKKKK;no
@alexandregarcia eu te amo!;no
@alexandrekirwan Melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! Só estão espalhando o problema.;yes
Alexandre Moraes não deveria sequer ter sido Ministro, agora ocupará uma cadeira no STF? Gsus;no
Alexandres de Morais, é novo ministro do #STF. Somente 13 senadores votaram contra ele. 13 pessoal.kkkk https://t.co/aA4A555zlP;no
"Algarvios, a caravana está a caminho.
E o grego do Batáguas também.
Auditório Verde, 22h.
Bilhetes nos sítios do co _ https://t.co/5tpnwHHJBR";no
Algo que incomoda extremamente a esquerda: uma MULHER que não se vende ao discurso barato politicamente correto do _ https://t.co/LEzAkFyHI5;no
"Alguem aí quer peixe? Pq eu já pesquei vários aqui....
Cheiros a todasssss";no
Alguem coloca uma FACA DE UM MUÇULMANO NO PEITO DA MERKEL...PQ É ISSO QUE ACONTECE PELA ALEMANHA https://t.co/sj22qkMA3N;yes
Alguém consegue ver #ThisIsUs sem chorar litros?;no
Alguém consegue ver um guarda-chuva amarelo e não lembrar de how I met your mother? https://t.co/FI3uSXOCaq;no
alguém faz a adaptação com a foto da Dilma e os 12 milhões de desempregados!!!!;no
Alguém por favor pode passar isso na TL do @ohmycavill e dizer que é bom saber como a Esquerda gosta do debate demo _ https://t.co/MGtAITkuvl;no
Alguém sabe me dizer se mulher negra se aposenta com idade diferente da mulher branca? https://t.co/mjOvsxHurd;yes
Alguém sabe se o Habibs já abriu falência com o boicote por causa do menino que morreu de tanto usar droga?;no
ALGUÉM TEM QUE AVISA ESSA MOLECADA QUE CARNAVAL NÃO Ê SÓ BEBEDERA E PUTARIA SEM PRESERVATIVO COM ESTRANHOS. ONDE FICA O RESPEITO AO PRÓXIMO?;yes
Alguém topa uma com a cabeça do @powtergaist empalada? Dê fav pra testar https://t.co/YPC7OOzqJc;no
Algumas razões para explicar o Fenômeno Bolsonaro @BolsonaroSP  @FlavioBolsonaro @CarlosBolsonaro  https://t.co/oNGuWlZyMQ;no
Alias, isso é uma coisa que algumas mulheres também não sabem e ficam achando que por não gozar com penetração tem algum problema. NÃO TEM!;no
Aliás, o universo da publicidade é repleto de bundões !!!!;no
Aliás, pra que ver futebol na COPA se você não vai acompanhar nada nos próximos 4 anos de novo. Deixe quem gosta ver em paz!;no
Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio.;yes
Aliás, quem é essa porra de Felipe Neto? Não sei, mas só de ser Neto já imagino que fracassou!;yes
Aliás se vc quer xingar alguém direito, não fale da mãe do sujeito, apenas o chame de bundão ! Basta.;no
...Aliás, uma #MulherDeVerdade se despe de qualquer preconceito. E vive!;no
a lição de hoje da mulher mais burra do brasil é: não pulem de um ônibus em movimento, mesmo se você estiver no último degrau ou na anchieta;yes
@alienrella @AlexyReis00 @kindlynow__ achas? fufas são useless;no
A linda foi colocar no soneca e desligou o despertador, muito inteligente;no
@AlineBorel É sério. Qq dia te relato umas boas. Sou especialista pós-graduada em auto flagelação e me formei em 'desligamento': exemplo...;no
@AlineBorel Ex: Só hj percebi que vc que é Promoter do Comunidade Morango. Ainda tô tentando descobrir quem é tua sócia.. #tofalando;no
@AlineBorel OI! Sugeri um JV e ninguém me deu bola... tá afim? vc te mais moral que eu, vem mais gente. rsrsrs;no
A lista de talentos de uma feminista, clique aqui para visualizar https://t.co/tI8fzQk7KX;yes
@AllyssomH xeque-mate é filmaço!;no
"a lógica coxinha é:
eu amo o cunha
mas agora q ele foi afastado é ladrao
mas impediram o impeachment!!!
volta cunha!!!";no
A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais... https://t.co/22oWkyfG9w;no
A luta continua #orgulhohetero !;yes
a maconha que te faz rir é a mesma que faz sua mãe chorar;no
16:18 AMADO BATISTA TIRA O 38 DA CINTURA DÁ 3 TIROS PRO ALTO E GRITA 'BOLSONARO 2.018' MUITOS APLAUSOS, ALGUMAS VAIAS;no
"A mãe da Maddie vai concorrer ao 'Britain's Got Talent'.
Espero que lá vá fazer o seu célebre truque de magia da criança desaparecida";no
"A mãe do nóia disse que quer justiça
Fácil, prende ela";yes
'A maior ambição da mulher é despertar o amor.' #MulherDeVerdade;no
a maior diferença entre os criminosos e as outras pessoas é que os criminosos são estúpidos o suficiente para serem pegos;no
a maioria das pessoas só estão vivas porque é ilegal atirar nelas;no
A malta do La La Land conseguiu festejar a vitória durante menos tempo do que o Passos e o Portas em 2015!..;no
@amandassini @adiosiago eu acho q vc só fala bosta;yes
@amandassini @adiosiago se vc acha que é racismo me processa;no
@amandassini medir minhas palavras? agora além de silenciar a angelica vc quer me silenciar tambem?;no
@amandassini não aceita que ela fique na mesma tecla de racismo que só ela sofre, isso é silenciamento;no
@amandassini ngm perguntou sua opiniao de branca sobre racismo e vc deu então acho q estamos na mesma;yes
@amandassini opinião tb dá cadeia cuidado aí fiota;no
@amandassini uma branca não concorda que uma negra se ofenda com o racismo q só ela sente e vc quer que eu leve sua opinião em consideração;no
@amandtra gente e as meninas dando biscoito, acho q vc n eh a mulher mais burra do mundo mais;yes
Amanhã em Angola é feriado, porque é que aqui também não é?;no
Amanhã é sexta-feira ou, como diria a CGTP, um excelente dia para convocar greves na função pública.;no
"A manifestação em frente à #FCSH. Em causa está o cancelamento da conferência de Nogueira Pinto na universidade
https://t.co/ff3vSFVnEU";no
amante de homem fudido é ser burra duas vezes - pepita, mulher;yes
"A Maria Vieira é livre: pensa pela sua cabeça!
Ana Bola é produto do lixo do sistema e por isso tem emprego.
Força, _ https://t.co/XwnwSUJDkR";yes
Ameaça? Ridículo! Estão é mal habituados: podem dizer o que querem de nós, mas vêem ameaças onde elas não existem. _ https://t.co/M5vuWGJG1E;no
A menina acorda às 6, vai pro trabalho, sai às 18, vai pra faculdade, chega em casa às 11, qdo ela vencer na vida, foi graças ao feminismo;no
América-MG, olha oq o senhor fez, coelho safado https://t.co/nDazPNqhae;yes
Americanos são amplamente contra cidades santuário' https://t.co/g5eHyBQLGjhttps://t.co/86k040geGI;no
A mídia DE NOTÍCIAS FALSAS desconhece a verdade deliberadamente. Grande perigo ao país. O @nytimes falido virou pia _ https://t.co/ssibMARmkc;no
A mídia de notícias falsas está insana com suas teorias conspiratórias e ódio cego. @MSNBC & @CNN são inassistíveis _ https://t.co/biN6YswUWW;no
A mídia de NOTÍCIAS FALSAS (os falidos @nytimes, @NBCNews, @ABC, @CBS, @CNN) não é minha inimiga, mas sim inimiga d _ https://t.co/4rVCartdzd;no
A mídia de NOTÍCIAS FALSAS que inventa histórias e 'fontes' é mais eficaz que os democratas desmoralizados - mas is _ https://t.co/9HbvTqEapk;no
A mídia está fazendo com esse prefeito, o que fez comigo. Eles forçam uma tá homofobia, rotulam, ridicularizam,... https://t.co/oxI4tx9PqL;yes
A mídia não reportou que a Dívida Nacional no meu primeiro mês abaixou $12 bilhões vs. um aumento de $200 bilhões no primeiro mês de Obama.;no
amiga, pode me chamar do que quiser! Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/rbgNHozOWk;no
Amigo, acredite, vc pode cortar seu pau fora em defesa do feminismo, que nem assim seu discurso de feministo vai te garantir uma foda hoje..;yes
Amigo de Israel: PROIBIÇÃO MUNDIAL de críticas ao Islão no Facebook... https://t.co/BzEN6KaLdF;no
Amigos!!! Acabei de fazer estes 'terrários' para minha cunhada Vanessa Alves Scarpim.o que acharam? Que pena que... https://t.co/TMCsGufo5v;no
a mina é tão gorda quem nem a indireta que mandei pra ela serviu;yes
A mina não aguenta pronunciar o alfabeto inteiro sem respirar e quer pregar q gordofobia mata... https://t.co/rB4L9BZJn1;yes
"A minha avó morreu há mais de 10 anos e consegue ser mais mexida e emocionante que esta final da Taça da Liga
#TacaCTT";no
A minha casa não aceita refugiados aka Mónica;yes
'A minha forma de brincar é dizer a verdade. É a brincadeira mais engraçada do mundo.' #MulherDeVerdade;no
A minha mãe quer expulsar-me de casa pq aqui não existem 'fufas' adoro a minha família;yes
A mitológica e desconhecida diferença entre imigrante ilegal e turista https://t.co/l9BlX9tkY2;yes
A miudagem formatada que aqui comenta e ofende não percebe que 'decadente' significa estar em queda. Quando se dest _ https://t.co/OUnGGSThE0;no
@amndawilczek o cara me mandou tirar colar, relógio, make... só não mandaram tirar a foto de burca porque não tinha lá;no
Amo mesmo chamar atenção pro meu corpo, tenho ele pra mostrar não é, então mostro mesmo e esbanjo mesmo, não sou ob _ https://t.co/hVFI8QoRjz;no
amo os negros são tao gnt boa, é uma pena q pararam de vender;yes
@amora_inlove Constituição de 1932. Porra, nem minha bisavó era nascida em 32. #quequeeutenhoavercomisso;yes
@amora_inlove Eu tb, mas, sou uma futurarecemsolteiraaindaapaixonada #foda rs;no
@amora_inlove Excelente, parabéns! E que venham as mudanças! www.morangoexpress.blogspot.com/;no
@amora_inlove Gosto não, acho ela bonita nao, nem nada nao... huahahaauahauhau;no
@amora_inlove hahahaha, #brincadeirinhaboba rs tb acho;no
@amora_inlove Hello, pois é, mas, estava interagindo... thudhu bom ?;no
@amora_inlove Normalll.. imagina a situação da pssoa tb ne, fodas...;no
@amora_inlove Own gata, depende só de mim não.. nem dela.. mas, vamos ver o que o futuro nos reserva... E tu? és solteira???;no
@amora_inlove Puts, complicado... Mas, ele respeita tuas sensações? Se sim, ótimo. Tem que ver então como ele encara isso.. Seicomoé;no
@amora_inlove Tb soninho.. e eis que trabalho amanhã. hj é feriado em sampa e tb trabalho rs affff rs;no
@amora_inlove Uma galera que se reuniu contra o governo intransigente de  Vargas. Oficialmente min 800 pssoas morreram, cidades bombardeadas;no
AMore @JuhSavignon Ajuda a divulgar: O primeiro livro da @melaineribeiro 'A ESCRITORA E O MUSICO' www.aescritoraeomusico.blogspot.com;no
Amores, pra quem gosta de boa leitura. E até pra quem não gosta, #superindico, da @melaineribeiro http://aescritoraeomusico.blogspot.com/;no
Amor próprio e liberdade foram o mote da campanha da Insecta Shoes para o Dia Internacional da Mulher, que contou... https://t.co/y4QAGkWTni;no
@amtc74 @CAPAZES nossa que estranho;no
'A mulher deve ser lentamente decifrada, como o enigma que é: encanto a encanto.' #MulherDeVerdade;no
"A mulher é deposta do cargo por MAQUIAR BALANÇO PÚBLICO e quer se candidatar!! 
Só o Brasil mesmo pra permitir ess _ https://t.co/k2Wf4P44fz";no
A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa #MasterchefBR;yes
A mulher é física nuclear cara... oq ela tá fazendo na cozinha? #masterchefBR;yes
A mulher eh mega inteligente, tem doutorado ate na casa do caraí e cozinha bem, porra #MasterChefBR;yes
A mulher é muito nerd. Vai fazer experimentos esquisitos na cozinha, se passar  #MasterChefBR;yes
"'A mulher - é o anjo e o diabo num só corpo.'
#MulherDeVerdade";no
"A MULHER É PERFEITA: LINDA, TRABALHADORA, DÁ PAULADA NAS FEMINISTA E NÃO TEM FEICEBUK. 
ACHO QUE VOU PEDI-LÁ EM CAS _ https://t.co/7BEgP3dEdP";yes
A mulher é posdoctor nas fisica, pesquisadora e ainda arraza na cozinha uma mulher dessas bicho   #MasterChefBR;no
A mulher é um gênio, vei. Me sentindo tão burra aqui que ceis nem sabem;no
A mulher já vai ter uma vantagem na cozinha só por conhecer as coisas da física #MasterChefBR;yes
A mulher mais burra do brasil;yes
a mulher no BBB soltou um 'mexicano que é mexicano nem caixa d'água tem', que programa de gente burra da porra;yes
"'A mulher tem que ser o que ela quiser'
MAS NAO USA DECOTE SUA VADIA NAO PODE, TEMOS QUE ANDAR TODAS DE BURCA";yes
'A mulher tem uma única via para superar o homem: ser mais mulher a cada dia.' #MulherDeVerdade;no
"A música não tem cores, nem classes é para todos.
Um simples projeto que muda a vida de muitas pessoas. 
https://t.co/gVFuwtXodn";no
@ana_lethicia Aff, que tutorial não é tédio??? ^VÊ um de edição de vídeo que vc entra numa facul de maquiagem;no
@anacarolinars zzzz completou com gorda, feia, só faltou o boba pra ser + 5a série;yes
@analindamente eu só consigo lembrar das campanhas #meuamigosecreto e #meuprimeiroassédio. me sinto mt lixo humano por ver gente falando de;yes
@anapaularsstt sapatao tinha q ser né, meu sonho bjar a callie, agora sou arizona já posso realizá-lo;no
@AnaPaulaVolei @jdoriajr o Bolsonaro coloca milhares de pessoas em Aeroporto;no
@AnaPaulaVolei Sorria, nossa querida musa da direita ! https://t.co/EvFZdiQFkv;no
@anapntes @valehomossexual então achar gorda feia é falta de autoestima? Ataaaa;yes
"A NASA ACHOU MAIS 7 PLANETAS 
E VOCÊ AI, QUE NÃO CONSEGUE ACHAR UM SÓ EMPREGO";yes
@anasofiaguerra5  não tinha visto a votação. Já vou votar. Espera que a contagem dos votos não seja como em Angola;no
a natureza é mesmo perfeita... olha esses filhotes nascendo *___* quantos RTs essa mamãe merece hein? http://t.co/5NMQ2WSY;no
"ANDEI LENDO AQUI NA REDE SOCIAL QUE O SR. ANDA ENGOLINDO MUITA COISA ULTIMAMENTE. O QUE  IMPORTA É SER FELIZ! 
ABRAÇO @pecesiqueira #PAZ";no
"Ando a passear pela Baixa do Porto e encontrei um prédio que não foi transformado em turismo de habitação.
JURO!
Vou jogar no Euromilhões";no
Andréia Sadi, reporter da GloboNews, agredida por marmanjos militantes de esquerda na coletiva pós-derrota do Hadda _ https://t.co/IWzLOuKjX0;yes
@anerfost_ são irônicos e se você concorda com algum, reveja seus conceitos <3;no
@angelicamorango A pimenta comentada na estrevista:  http://twitpic.com/1o2bln;no
@angelicamorango Hj tdo mundo preoc c uma colega no escrit que eu sabia q tinha ido fazer entrevista. Eu disfarçando e fazendo a preocupada!;no
@angelicamorango Ixi, nêga, tá em Sampa não? Aqui tá um dia lindo.. Nem sei que tô fazendo em casa acompanhada de uma colica danada.. =);no
@angelicamorango Lindo inclusive! Intrigante! Isso é massa!;no
@angelicamorango NUsssss, magavilha, heinnn. MAssa esse promo!;no
@angelicamorango Taí.. qria um picolé de carambola. Ou Jambo. #recifefeelings... Mas, o dia, hj, mto trab. E a noite? 'A solidão é fera...';no
@angelinhaB2000 sai sapatão incubada;yes
Angola ainda não ratificou o acordo ortográfico de Língua Portuguesa Escrevam bem yh;no
#Angola «ANGOLA. 'Se é possível produzir um cartão eleitoral fiável porque não conceder também bilhete de... https://t.co/5whBqMhUph;no
Angola é um drama e não uma comédia...;yes
"@AngolanoViril Por algum motivo já pensei 'deve ser de Cabo Verde'
Porque Cabo Verde? Não sei.
A propósito, fui o _ https://t.co/6pTGjCdEX9";no
"Angola vs Mali
PSG vs Barcelona 
Mera consciência ou será que Angola não é a única equipa fraca????";no
@aninha_caraujo @sofiakalap @BiaMontezumaMF sua vida e babar o ovo da Bia , e a bia e feia e gorda !;yes
